field,frame,sub,index,expected
state_old_exc_max_abs,104,1,-1,7731
state_past_qua_en,104,1,0,-10831
state_past_qua_en,104,1,1,-12077
state_past_qua_en,104,1,2,-15009
state_past_qua_en,104,1,3,-15009
local_window_min,104,1,-1,20
local_window_max,104,1,-1,29
local_int_lag,104,1,-1,21
local_frac,104,1,-1,0
local_pitch_code,104,1,-1,5
local_c,104,1,-1,2109
local_s,104,1,-1,6
local_ga,104,1,-1,5
local_gb,104,1,-1,6
tap_gp_q14,104,1,-1,1995
tap_gc_q12,104,1,-1,6057
tap_taming,104,1,-1,0
tap_abs_pitch,104,1,-1,14161
tap_abs_code,104,1,-1,28159
tap_saturation_count,104,1,-1,0
bitstream_pitch_code,104,1,-1,17
bitstream_int_lag,104,1,-1,32
bitstream_frac,104,1,-1,0
bitstream_c,104,1,-1,331
bitstream_s,104,1,-1,14
bitstream_ga,104,1,-1,6
bitstream_gb,104,1,-1,7
local_lsp_index,105,-1,0,0
local_lsp_index,105,-1,1,80
local_lsp_index,105,-1,2,13
local_lsp_index,105,-1,3,5
bitstream_lsp_index,105,-1,0,0
bitstream_lsp_index,105,-1,1,80
bitstream_lsp_index,105,-1,2,8
bitstream_lsp_index,105,-1,3,5
state_prev_gp_q14,105,0,-1,1995
state_prev_taming,105,0,-1,0
state_old_exc_energy,105,0,-1,710860517
state_old_exc_max_abs,105,0,-1,7731
state_past_qua_en,105,0,0,-15009
state_past_qua_en,105,0,1,-10831
state_past_qua_en,105,0,2,-12077
state_past_qua_en,105,0,3,-15009
local_window_min,105,0,-1,21
local_window_max,105,0,-1,27
local_int_lag,105,0,-1,24
local_frac,105,0,-1,0
local_pitch_code,105,0,-1,14
local_p0,105,0,-1,1
local_c,105,0,-1,7689
local_s,105,0,-1,1
local_ga,105,0,-1,5
local_gb,105,0,-1,0
tap_gp_q14,105,0,-1,5143
tap_gc_q12,105,0,-1,7476
tap_taming,105,0,-1,0
tap_abs_pitch,105,0,-1,29587
tap_abs_code,105,0,-1,32894
tap_saturation_count,105,0,-1,0
bitstream_pitch_code,105,0,-1,14
bitstream_p0,105,0,-1,1
bitstream_int_lag,105,0,-1,24
bitstream_frac,105,0,-1,0
bitstream_c,105,0,-1,72
bitstream_s,105,0,-1,11
bitstream_ga,105,0,-1,4
bitstream_gb,105,0,-1,7
state_prev_gp_q14,105,1,-1,5143
state_prev_taming,105,1,-1,0
state_old_exc_energy,105,1,-1,842839677
state_old_exc_max_abs,105,1,-1,7690
state_past_qua_en,105,1,0,-12077
state_past_qua_en,105,1,1,-15009
state_past_qua_en,105,1,2,-10831
state_past_qua_en,105,1,3,-12077
local_window_min,105,1,-1,20
local_window_max,105,1,-1,29
local_int_lag,105,1,-1,21
local_frac,105,1,-1,0
local_pitch_code,105,1,-1,5
local_c,105,1,-1,5218
local_s,105,1,-1,12
local_ga,105,1,-1,5
local_gb,105,1,-1,6
tap_gp_q14,105,1,-1,1995
tap_gc_q12,105,1,-1,5641
tap_taming,105,1,-1,0
tap_abs_pitch,105,1,-1,14308
tap_abs_code,105,1,-1,26106
tap_saturation_count,105,1,-1,0
bitstream_pitch_code,105,1,-1,14
bitstream_int_lag,105,1,-1,24
bitstream_frac,105,1,-1,0
bitstream_c,105,1,-1,256
bitstream_s,105,1,-1,15
bitstream_ga,105,1,-1,4
bitstream_gb,105,1,-1,11
local_lsp_index,106,-1,0,0
local_lsp_index,106,-1,1,72
local_lsp_index,106,-1,2,8
local_lsp_index,106,-1,3,5
bitstream_lsp_index,106,-1,0,0
bitstream_lsp_index,106,-1,1,80
bitstream_lsp_index,106,-1,2,29
bitstream_lsp_index,106,-1,3,5
state_prev_gp_q14,106,0,-1,1995
state_prev_taming,106,0,-1,0
state_old_exc_energy,106,0,-1,773275558
state_old_exc_max_abs,106,0,-1,7686
state_past_qua_en,106,0,0,-15009
state_past_qua_en,106,0,1,-12077
state_past_qua_en,106,0,2,-15009
state_past_qua_en,106,0,3,-10831
local_window_min,106,0,-1,21
local_window_max,106,0,-1,27
local_int_lag,106,0,-1,24
local_frac,106,0,-1,0
local_pitch_code,106,0,-1,14
local_p0,106,0,-1,1
local_c,106,0,-1,1546
local_s,106,0,-1,1
local_ga,106,0,-1,5
local_gb,106,0,-1,0
tap_gp_q14,106,0,-1,5143
tap_gc_q12,106,0,-1,6704
tap_taming,106,0,-1,0
tap_abs_pitch,106,0,-1,29135
tap_abs_code,106,0,-1,30839
tap_saturation_count,106,0,-1,0
bitstream_pitch_code,106,0,-1,62
bitstream_p0,106,0,-1,1
bitstream_int_lag,106,0,-1,40
bitstream_frac,106,0,-1,0
bitstream_c,106,0,-1,4296
bitstream_s,106,0,-1,12
bitstream_ga,106,0,-1,1
bitstream_gb,106,0,-1,9
state_prev_gp_q14,106,1,-1,5143
state_prev_taming,106,1,-1,0
state_old_exc_energy,106,1,-1,780163540
state_old_exc_max_abs,106,1,-1,7476
state_past_qua_en,106,1,0,-12077
state_past_qua_en,106,1,1,-15009
state_past_qua_en,106,1,2,-12077
state_past_qua_en,106,1,3,-15009
local_window_min,106,1,-1,20
local_window_max,106,1,-1,29
local_int_lag,106,1,-1,21
local_frac,106,1,-1,0
local_pitch_code,106,1,-1,5
local_c,106,1,-1,2109
local_s,106,1,-1,6
local_ga,106,1,-1,1
local_gb,106,1,-1,6
tap_gp_q14,106,1,-1,3545
tap_gc_q12,106,1,-1,7989
tap_taming,106,1,-1,0
tap_abs_pitch,106,1,-1,24494
tap_abs_code,106,1,-1,39480
tap_saturation_count,106,1,-1,0
bitstream_pitch_code,106,1,-1,17
bitstream_int_lag,106,1,-1,40
bitstream_frac,106,1,-1,0
bitstream_c,106,1,-1,343
bitstream_s,106,1,-1,0
bitstream_ga,106,1,-1,0
bitstream_gb,106,1,-1,15
local_lsp_index,107,-1,0,1
local_lsp_index,107,-1,1,80
local_lsp_index,107,-1,2,13
local_lsp_index,107,-1,3,5
bitstream_lsp_index,107,-1,0,0
bitstream_lsp_index,107,-1,1,80
bitstream_lsp_index,107,-1,2,29
bitstream_lsp_index,107,-1,3,5
state_prev_gp_q14,107,0,-1,3545
state_prev_taming,107,0,-1,0
state_old_exc_energy,107,0,-1,920994976
state_old_exc_max_abs,107,0,-1,8611
state_past_qua_en,107,0,0,-10831
state_past_qua_en,107,0,1,-12077
state_past_qua_en,107,0,2,-15009
state_past_qua_en,107,0,3,-12077
local_window_min,107,0,-1,21
local_window_max,107,0,-1,27
local_int_lag,107,0,-1,24
local_frac,107,0,-1,0
local_pitch_code,107,0,-1,14
local_p0,107,0,-1,1
local_c,107,0,-1,7689
local_s,107,0,-1,1
local_ga,107,0,-1,5
local_gb,107,0,-1,0
tap_gp_q14,107,0,-1,5143
tap_gc_q12,107,0,-1,9012
tap_taming,107,0,-1,0
tap_abs_pitch,107,0,-1,34747
tap_abs_code,107,0,-1,39948
tap_saturation_count,107,0,-1,0
bitstream_pitch_code,107,0,-1,14
bitstream_p0,107,0,-1,1
bitstream_int_lag,107,0,-1,24
bitstream_frac,107,0,-1,0
bitstream_c,107,0,-1,379
bitstream_s,107,0,-1,3
bitstream_ga,107,0,-1,7
bitstream_gb,107,0,-1,3
state_prev_gp_q14,107,1,-1,5143
state_prev_taming,107,1,-1,0
state_old_exc_energy,107,1,-1,1062246785
state_old_exc_max_abs,107,1,-1,9117
state_past_qua_en,107,1,0,-12077
state_past_qua_en,107,1,1,-10831
state_past_qua_en,107,1,2,-12077
state_past_qua_en,107,1,3,-15009
local_window_min,107,1,-1,20
local_window_max,107,1,-1,29
local_int_lag,107,1,-1,21
local_frac,107,1,-1,0
local_pitch_code,107,1,-1,5
local_c,107,1,-1,5218
local_s,107,1,-1,12
local_ga,107,1,-1,5
local_gb,107,1,-1,6
tap_gp_q14,107,1,-1,1995
tap_gc_q12,107,1,-1,6637
tap_taming,107,1,-1,0
tap_abs_pitch,107,1,-1,14927
tap_abs_code,107,1,-1,30714
tap_saturation_count,107,1,-1,0
bitstream_pitch_code,107,1,-1,14
bitstream_int_lag,107,1,-1,24
bitstream_frac,107,1,-1,0
bitstream_c,107,1,-1,3181
bitstream_s,107,1,-1,15
bitstream_ga,107,1,-1,4
bitstream_gb,107,1,-1,7
local_lsp_index,108,-1,0,0
local_lsp_index,108,-1,1,72
local_lsp_index,108,-1,2,13
local_lsp_index,108,-1,3,5
bitstream_lsp_index,108,-1,0,1
bitstream_lsp_index,108,-1,1,80
bitstream_lsp_index,108,-1,2,29
bitstream_lsp_index,108,-1,3,5
state_prev_gp_q14,108,0,-1,1995
state_prev_taming,108,0,-1,0
state_old_exc_energy,108,0,-1,1055258933
state_old_exc_max_abs,108,0,-1,9117
state_past_qua_en,108,0,0,-15009
state_past_qua_en,108,0,1,-12077
state_past_qua_en,108,0,2,-10831
state_past_qua_en,108,0,3,-12077
local_window_min,108,0,-1,21
local_window_max,108,0,-1,27
local_int_lag,108,0,-1,24
local_frac,108,0,-1,0
local_pitch_code,108,0,-1,14
local_p0,108,0,-1,1
local_c,108,0,-1,1546
local_s,108,0,-1,1
local_ga,108,0,-1,5
local_gb,108,0,-1,6
tap_gp_q14,108,0,-1,1995
tap_gc_q12,108,0,-1,5509
tap_taming,108,0,-1,0
tap_abs_pitch,108,0,-1,11638
tap_abs_code,108,0,-1,25342
tap_saturation_count,108,0,-1,0
bitstream_pitch_code,108,0,-1,62
bitstream_p0,108,0,-1,1
bitstream_int_lag,108,0,-1,40
bitstream_frac,108,0,-1,0
bitstream_c,108,0,-1,343
bitstream_s,108,0,-1,0
bitstream_ga,108,0,-1,6
bitstream_gb,108,0,-1,7
state_prev_gp_q14,108,1,-1,1995
state_prev_taming,108,1,-1,0
state_old_exc_energy,108,1,-1,968840641
state_old_exc_max_abs,108,1,-1,9117
state_past_qua_en,108,1,0,-15009
state_past_qua_en,108,1,1,-15009
state_past_qua_en,108,1,2,-12077
state_past_qua_en,108,1,3,-10831
local_window_min,108,1,-1,20
local_window_max,108,1,-1,29
local_int_lag,108,1,-1,24
local_frac,108,1,-1,0
local_pitch_code,108,1,-1,14
local_c,108,1,-1,2819
local_s,108,1,-1,4
local_ga,108,1,-1,5
local_gb,108,1,-1,0
tap_gp_q14,108,1,-1,5143
tap_gc_q12,108,1,-1,6223
tap_taming,108,1,-1,0
tap_abs_pitch,108,1,-1,27214
tap_abs_code,108,1,-1,27382
tap_saturation_count,108,1,-1,0
bitstream_pitch_code,108,1,-1,17
bitstream_int_lag,108,1,-1,40
bitstream_frac,108,1,-1,0
bitstream_c,108,1,-1,3699
bitstream_s,108,1,-1,7
bitstream_ga,108,1,-1,7
bitstream_gb,108,1,-1,3
local_lsp_index,109,-1,0,1
local_lsp_index,109,-1,1,80
local_lsp_index,109,-1,2,12
local_lsp_index,109,-1,3,5
bitstream_lsp_index,109,-1,0,0
bitstream_lsp_index,109,-1,1,72
bitstream_lsp_index,109,-1,2,12
bitstream_lsp_index,109,-1,3,5
state_prev_gp_q14,109,0,-1,5143
state_prev_taming,109,0,-1,0
state_old_exc_energy,109,0,-1,821573126
state_old_exc_max_abs,109,0,-1,9004
state_past_qua_en,109,0,0,-12077
state_past_qua_en,109,0,1,-15009
state_past_qua_en,109,0,2,-15009
state_past_qua_en,109,0,3,-12077
local_window_min,109,0,-1,21
local_window_max,109,0,-1,27
local_int_lag,109,0,-1,24
local_frac,109,0,-1,0
local_pitch_code,109,0,-1,14
local_p0,109,0,-1,1
local_c,109,0,-1,1802
local_s,109,0,-1,5
local_ga,109,0,-1,5
local_gb,109,0,-1,0
tap_gp_q14,109,0,-1,5143
tap_gc_q12,109,0,-1,6610
tap_taming,109,0,-1,0
tap_abs_pitch,109,0,-1,32300
tap_abs_code,109,0,-1,32665
tap_saturation_count,109,0,-1,0
bitstream_pitch_code,109,0,-1,38
bitstream_p0,109,0,-1,1
bitstream_int_lag,109,0,-1,32
bitstream_frac,109,0,-1,0
bitstream_c,109,0,-1,3695
bitstream_s,109,0,-1,9
bitstream_ga,109,0,-1,0
bitstream_gb,109,0,-1,15
state_prev_gp_q14,109,1,-1,5143
state_prev_taming,109,1,-1,0
state_old_exc_energy,109,1,-1,767209752
state_old_exc_max_abs,109,1,-1,8648
state_past_qua_en,109,1,0,-12077
state_past_qua_en,109,1,1,-12077
state_past_qua_en,109,1,2,-15009
state_past_qua_en,109,1,3,-15009
local_window_min,109,1,-1,20
local_window_max,109,1,-1,29
local_int_lag,109,1,-1,24
local_frac,109,1,-1,0
local_pitch_code,109,1,-1,14
local_c,109,1,-1,1802
local_s,109,1,-1,5
local_ga,109,1,-1,5
local_gb,109,1,-1,0
tap_gp_q14,109,1,-1,5143
tap_gc_q12,109,1,-1,7512
tap_taming,109,1,-1,0
tap_abs_pitch,109,1,-1,32269
tap_abs_code,109,1,-1,37122
tap_saturation_count,109,1,-1,0
bitstream_pitch_code,109,1,-1,17
bitstream_int_lag,109,1,-1,32
bitstream_frac,109,1,-1,0
bitstream_c,109,1,-1,107
bitstream_s,109,1,-1,8
bitstream_ga,109,1,-1,6
bitstream_gb,109,1,-1,7
local_lsp_index,110,-1,0,0
local_lsp_index,110,-1,1,80
local_lsp_index,110,-1,2,8
local_lsp_index,110,-1,3,5
bitstream_lsp_index,110,-1,0,0
bitstream_lsp_index,110,-1,1,80
bitstream_lsp_index,110,-1,2,8
bitstream_lsp_index,110,-1,3,5
state_prev_gp_q14,110,0,-1,5143
state_prev_taming,110,0,-1,0
state_old_exc_energy,110,0,-1,873155984
state_old_exc_max_abs,110,0,-1,8648
state_past_qua_en,110,0,0,-12077
state_past_qua_en,110,0,1,-12077
state_past_qua_en,110,0,2,-12077
state_past_qua_en,110,0,3,-15009
local_window_min,110,0,-1,21
local_window_max,110,0,-1,27
local_int_lag,110,0,-1,21
local_frac,110,0,-1,0
local_pitch_code,110,0,-1,5
local_p0,110,0,-1,0
local_c,110,0,-1,5174
local_s,110,0,-1,15
local_ga,110,0,-1,5
local_gb,110,0,-1,6
tap_gp_q14,110,0,-1,1995
tap_gc_q12,110,0,-1,6115
tap_taming,110,0,-1,0
tap_abs_pitch,110,0,-1,14070
tap_abs_code,110,0,-1,28298
tap_saturation_count,110,0,-1,0
bitstream_pitch_code,110,0,-1,62
bitstream_p0,110,0,-1,1
bitstream_int_lag,110,0,-1,40
bitstream_frac,110,0,-1,0
bitstream_c,110,0,-1,3892
bitstream_s,110,0,-1,12
bitstream_ga,110,0,-1,5
bitstream_gb,110,0,-1,1
state_prev_gp_q14,110,1,-1,1995
state_prev_taming,110,1,-1,0
state_old_exc_energy,110,1,-1,922256251
state_old_exc_max_abs,110,1,-1,8648
state_past_qua_en,110,1,0,-15009
state_past_qua_en,110,1,1,-12077
state_past_qua_en,110,1,2,-12077
state_past_qua_en,110,1,3,-12077
local_window_min,110,1,-1,20
local_window_max,110,1,-1,29
local_int_lag,110,1,-1,24
local_frac,110,1,-1,0
local_pitch_code,110,1,-1,14
local_c,110,1,-1,7682
local_s,110,1,-1,0
local_ga,110,1,-1,5
local_gb,110,1,-1,0
tap_gp_q14,110,1,-1,5143
tap_gc_q12,110,1,-1,7336
tap_taming,110,1,-1,0
tap_abs_pitch,110,1,-1,31696
tap_abs_code,110,1,-1,32278
tap_saturation_count,110,1,-1,0
bitstream_pitch_code,110,1,-1,17
bitstream_int_lag,110,1,-1,40
bitstream_frac,110,1,-1,0
bitstream_c,110,1,-1,5608
bitstream_s,110,1,-1,2
bitstream_ga,110,1,-1,1
bitstream_gb,110,1,-1,9
local_lsp_index,111,-1,0,0
local_lsp_index,111,-1,1,72
local_lsp_index,111,-1,2,29
local_lsp_index,111,-1,3,5
bitstream_lsp_index,111,-1,0,0
bitstream_lsp_index,111,-1,1,80
bitstream_lsp_index,111,-1,2,29
bitstream_lsp_index,111,-1,3,5
state_prev_gp_q14,111,0,-1,5143
state_prev_taming,111,0,-1,0
state_old_exc_energy,111,0,-1,900956720
state_old_exc_max_abs,111,0,-1,8201
state_past_qua_en,111,0,0,-12077
state_past_qua_en,111,0,1,-15009
state_past_qua_en,111,0,2,-12077
state_past_qua_en,111,0,3,-12077
local_window_min,111,0,-1,21
local_window_max,111,0,-1,27
local_int_lag,111,0,-1,21
local_frac,111,0,-1,0
local_pitch_code,111,0,-1,5
local_p0,111,0,-1,0
local_c,111,0,-1,5218
local_s,111,0,-1,12
local_ga,111,0,-1,1
local_gb,111,0,-1,6
tap_gp_q14,111,0,-1,3545
tap_gc_q12,111,0,-1,8607
tap_taming,111,0,-1,0
tap_abs_pitch,111,0,-1,25386
tap_abs_code,111,0,-1,39832
tap_saturation_count,111,0,-1,0
bitstream_pitch_code,111,0,-1,62
bitstream_p0,111,0,-1,1
bitstream_int_lag,111,0,-1,40
bitstream_frac,111,0,-1,0
bitstream_c,111,0,-1,7795
bitstream_s,111,0,-1,15
bitstream_ga,111,0,-1,4
bitstream_gb,111,0,-1,9
state_prev_gp_q14,111,1,-1,3545
state_prev_taming,111,1,-1,0
state_old_exc_energy,111,1,-1,952265829
state_old_exc_max_abs,111,1,-1,8600
state_past_qua_en,111,1,0,-10831
state_past_qua_en,111,1,1,-12077
state_past_qua_en,111,1,2,-15009
state_past_qua_en,111,1,3,-12077
local_window_min,111,1,-1,20
local_window_max,111,1,-1,29
local_int_lag,111,1,-1,21
local_frac,111,1,-1,0
local_pitch_code,111,1,-1,5
local_c,111,1,-1,5174
local_s,111,1,-1,15
local_ga,111,1,-1,5
local_gb,111,1,-1,6
tap_gp_q14,111,1,-1,1995
tap_gc_q12,111,1,-1,6481
tap_taming,111,1,-1,0
tap_abs_pitch,111,1,-1,14433
tap_abs_code,111,1,-1,28728
tap_saturation_count,111,1,-1,0
bitstream_pitch_code,111,1,-1,17
bitstream_int_lag,111,1,-1,40
bitstream_frac,111,1,-1,0
bitstream_c,111,1,-1,3913
bitstream_s,111,1,-1,0
bitstream_ga,111,1,-1,1
bitstream_gb,111,1,-1,9
local_lsp_index,112,-1,0,1
local_lsp_index,112,-1,1,80
local_lsp_index,112,-1,2,21
local_lsp_index,112,-1,3,5
bitstream_lsp_index,112,-1,0,0
bitstream_lsp_index,112,-1,1,80
bitstream_lsp_index,112,-1,2,29
bitstream_lsp_index,112,-1,3,5
state_prev_gp_q14,112,0,-1,1995
state_prev_taming,112,0,-1,0
state_old_exc_energy,112,0,-1,904518937
state_old_exc_max_abs,112,0,-1,8600
state_past_qua_en,112,0,0,-15009
state_past_qua_en,112,0,1,-10831
state_past_qua_en,112,0,2,-12077
state_past_qua_en,112,0,3,-15009
local_window_min,112,0,-1,21
local_window_max,112,0,-1,27
local_int_lag,112,0,-1,24
local_frac,112,0,-1,0
local_pitch_code,112,0,-1,14
local_p0,112,0,-1,1
local_c,112,0,-1,7682
local_s,112,0,-1,0
local_ga,112,0,-1,5
local_gb,112,0,-1,0
tap_gp_q14,112,0,-1,5143
tap_gc_q12,112,0,-1,7476
tap_taming,112,0,-1,0
tap_abs_pitch,112,0,-1,31499
tap_abs_code,112,0,-1,32894
tap_saturation_count,112,0,-1,0
bitstream_pitch_code,112,0,-1,14
bitstream_p0,112,0,-1,1
bitstream_int_lag,112,0,-1,24
bitstream_frac,112,0,-1,0
bitstream_c,112,0,-1,3615
bitstream_s,112,0,-1,4
bitstream_ga,112,0,-1,4
bitstream_gb,112,0,-1,11
state_prev_gp_q14,112,1,-1,5143
state_prev_taming,112,1,-1,0
state_old_exc_energy,112,1,-1,981577061
state_old_exc_max_abs,112,1,-1,8600
state_past_qua_en,112,1,0,-12077
state_past_qua_en,112,1,1,-15009
state_past_qua_en,112,1,2,-10831
state_past_qua_en,112,1,3,-12077
local_window_min,112,1,-1,20
local_window_max,112,1,-1,29
local_int_lag,112,1,-1,21
local_frac,112,1,-1,0
local_pitch_code,112,1,-1,5
local_c,112,1,-1,5218
local_s,112,1,-1,12
local_ga,112,1,-1,1
local_gb,112,1,-1,6
tap_gp_q14,112,1,-1,3545
tap_gc_q12,112,1,-1,9025
tap_taming,112,1,-1,0
tap_abs_pitch,112,1,-1,25418
tap_abs_code,112,1,-1,41766
tap_saturation_count,112,1,-1,0
bitstream_pitch_code,112,1,-1,14
bitstream_int_lag,112,1,-1,24
bitstream_frac,112,1,-1,0
bitstream_c,112,1,-1,651
bitstream_s,112,1,-1,13
bitstream_ga,112,1,-1,7
bitstream_gb,112,1,-1,3
local_lsp_index,113,-1,0,0
local_lsp_index,113,-1,1,72
local_lsp_index,113,-1,2,13
local_lsp_index,113,-1,3,5
bitstream_lsp_index,113,-1,0,1
bitstream_lsp_index,113,-1,1,80
bitstream_lsp_index,113,-1,2,29
bitstream_lsp_index,113,-1,3,5
state_prev_gp_q14,113,0,-1,3545
state_prev_taming,113,0,-1,0
state_old_exc_energy,113,0,-1,1065706732
state_old_exc_max_abs,113,0,-1,9018
state_past_qua_en,113,0,0,-10831
state_past_qua_en,113,0,1,-12077
state_past_qua_en,113,0,2,-15009
state_past_qua_en,113,0,3,-10831
local_window_min,113,0,-1,21
local_window_max,113,0,-1,27
local_int_lag,113,0,-1,21
local_frac,113,0,-1,0
local_pitch_code,113,0,-1,5
local_p0,113,0,-1,0
local_c,113,0,-1,5174
local_s,113,0,-1,15
local_ga,113,0,-1,5
local_gb,113,0,-1,6
tap_gp_q14,113,0,-1,1995
tap_gc_q12,113,0,-1,6659
tap_taming,113,0,-1,0
tap_abs_pitch,113,0,-1,14564
tap_abs_code,113,0,-1,29518
tap_saturation_count,113,0,-1,0
bitstream_pitch_code,113,0,-1,62
bitstream_p0,113,0,-1,1
bitstream_int_lag,113,0,-1,40
bitstream_frac,113,0,-1,0
bitstream_c,113,0,-1,4211
bitstream_s,113,0,-1,15
bitstream_ga,113,0,-1,3
bitstream_gb,113,0,-1,11
state_prev_gp_q14,113,1,-1,1995
state_prev_taming,113,1,-1,0
state_old_exc_energy,113,1,-1,961276001
state_old_exc_max_abs,113,1,-1,9018
state_past_qua_en,113,1,0,-15009
state_past_qua_en,113,1,1,-10831
state_past_qua_en,113,1,2,-12077
state_past_qua_en,113,1,3,-15009
local_window_min,113,1,-1,20
local_window_max,113,1,-1,29
local_int_lag,113,1,-1,24
local_frac,113,1,-1,0
local_pitch_code,113,1,-1,14
local_c,113,1,-1,2819
local_s,113,1,-1,4
local_ga,113,1,-1,5
local_gb,113,1,-1,0
tap_gp_q14,113,1,-1,5143
tap_gc_q12,113,1,-1,7476
tap_taming,113,1,-1,0
tap_abs_pitch,113,1,-1,31718
tap_abs_code,113,1,-1,32894
tap_saturation_count,113,1,-1,0
bitstream_pitch_code,113,1,-1,17
bitstream_int_lag,113,1,-1,40
bitstream_frac,113,1,-1,0
bitstream_c,113,1,-1,343
bitstream_s,113,1,-1,0
bitstream_ga,113,1,-1,3
bitstream_gb,113,1,-1,11
local_lsp_index,114,-1,0,0
local_lsp_index,114,-1,1,80
local_lsp_index,114,-1,2,29
local_lsp_index,114,-1,3,5
bitstream_lsp_index,114,-1,0,0
bitstream_lsp_index,114,-1,1,72
bitstream_lsp_index,114,-1,2,12
bitstream_lsp_index,114,-1,3,5
state_prev_gp_q14,114,0,-1,5143
state_prev_taming,114,0,-1,0
state_old_exc_energy,114,0,-1,1037112744
state_old_exc_max_abs,114,0,-1,9018
state_past_qua_en,114,0,0,-12077
state_past_qua_en,114,0,1,-15009
state_past_qua_en,114,0,2,-10831
state_past_qua_en,114,0,3,-12077
local_window_min,114,0,-1,21
local_window_max,114,0,-1,27
local_int_lag,114,0,-1,24
local_frac,114,0,-1,0
local_pitch_code,114,0,-1,14
local_p0,114,0,-1,1
local_c,114,0,-1,1802
local_s,114,0,-1,5
local_ga,114,0,-1,5
local_gb,114,0,-1,0
tap_gp_q14,114,0,-1,5143
tap_gc_q12,114,0,-1,7750
tap_taming,114,0,-1,0
tap_abs_pitch,114,0,-1,33934
tap_abs_code,114,0,-1,38299
tap_saturation_count,114,0,-1,0
bitstream_pitch_code,114,0,-1,38
bitstream_p0,114,0,-1,1
bitstream_int_lag,114,0,-1,32
bitstream_frac,114,0,-1,0
bitstream_c,114,0,-1,3695
bitstream_s,114,0,-1,9
bitstream_ga,114,0,-1,0
bitstream_gb,114,0,-1,15
state_prev_gp_q14,114,1,-1,5143
state_prev_taming,114,1,-1,0
state_old_exc_energy,114,1,-1,1109853503
state_old_exc_max_abs,114,1,-1,10156
state_past_qua_en,114,1,0,-12077
state_past_qua_en,114,1,1,-12077
state_past_qua_en,114,1,2,-15009
state_past_qua_en,114,1,3,-10831
local_window_min,114,1,-1,20
local_window_max,114,1,-1,29
local_int_lag,114,1,-1,21
local_frac,114,1,-1,0
local_pitch_code,114,1,-1,5
local_c,114,1,-1,5174
local_s,114,1,-1,15
local_ga,114,1,-1,5
local_gb,114,1,-1,6
tap_gp_q14,114,1,-1,1995
tap_gc_q12,114,1,-1,5980
tap_taming,114,1,-1,0
tap_abs_pitch,114,1,-1,14064
tap_abs_code,114,1,-1,27674
tap_saturation_count,114,1,-1,0
bitstream_pitch_code,114,1,-1,17
bitstream_int_lag,114,1,-1,32
bitstream_frac,114,1,-1,0
bitstream_c,114,1,-1,4211
bitstream_s,114,1,-1,0
bitstream_ga,114,1,-1,0
bitstream_gb,114,1,-1,15
local_lsp_index,115,-1,0,0
local_lsp_index,115,-1,1,80
local_lsp_index,115,-1,2,29
local_lsp_index,115,-1,3,5
bitstream_lsp_index,115,-1,0,0
bitstream_lsp_index,115,-1,1,80
bitstream_lsp_index,115,-1,2,8
bitstream_lsp_index,115,-1,3,5
state_prev_gp_q14,115,0,-1,1995
state_prev_taming,115,0,-1,0
state_old_exc_energy,115,0,-1,950627222
state_old_exc_max_abs,115,0,-1,10156
state_past_qua_en,115,0,0,-15009
state_past_qua_en,115,0,1,-12077
state_past_qua_en,115,0,2,-12077
state_past_qua_en,115,0,3,-15009
local_window_min,115,0,-1,21
local_window_max,115,0,-1,27
local_int_lag,115,0,-1,24
local_frac,115,0,-1,0
local_pitch_code,115,0,-1,14
local_p0,115,0,-1,1
local_c,115,0,-1,7682
local_s,115,0,-1,0
local_ga,115,0,-1,5
local_gb,115,0,-1,0
tap_gp_q14,115,0,-1,5143
tap_gc_q12,115,0,-1,6893
tap_taming,115,0,-1,0
tap_abs_pitch,115,0,-1,31565
tap_abs_code,115,0,-1,30330
tap_saturation_count,115,0,-1,0
bitstream_pitch_code,115,0,-1,62
bitstream_p0,115,0,-1,1
bitstream_int_lag,115,0,-1,40
bitstream_frac,115,0,-1,0
bitstream_c,115,0,-1,3639
bitstream_s,115,0,-1,11
bitstream_ga,115,0,-1,1
bitstream_gb,115,0,-1,7
state_prev_gp_q14,115,1,-1,5143
state_prev_taming,115,1,-1,0
state_old_exc_energy,115,1,-1,976784947
state_old_exc_max_abs,115,1,-1,10156
state_past_qua_en,115,1,0,-12077
state_past_qua_en,115,1,1,-15009
state_past_qua_en,115,1,2,-12077
state_past_qua_en,115,1,3,-12077
local_window_min,115,1,-1,20
local_window_max,115,1,-1,29
local_int_lag,115,1,-1,21
local_frac,115,1,-1,0
local_pitch_code,115,1,-1,5
local_c,115,1,-1,5218
local_s,115,1,-1,12
local_ga,115,1,-1,1
local_gb,115,1,-1,6
tap_gp_q14,115,1,-1,3545
tap_gc_q12,115,1,-1,8607
tap_taming,115,1,-1,0
tap_abs_pitch,115,1,-1,25151
tap_abs_code,115,1,-1,39832
tap_saturation_count,115,1,-1,0
bitstream_pitch_code,115,1,-1,17
bitstream_int_lag,115,1,-1,40
bitstream_frac,115,1,-1,0
bitstream_c,115,1,-1,3532
bitstream_s,115,1,-1,10
bitstream_ga,115,1,-1,1
bitstream_gb,115,1,-1,9
local_lsp_index,116,-1,0,0
local_lsp_index,116,-1,1,72
local_lsp_index,116,-1,2,13
local_lsp_index,116,-1,3,5
bitstream_lsp_index,116,-1,0,0
